str	G2	FW	PVB	SKT	IG	TL
222221211221	t	f	f	t	t	t
122221211221	t	f	f	t	t	t
212221211221	t	f	m	t	t	m
112221211221	t	f	m	t	t	m
221221211221	t	f	f	t	t	t
121221211221	t	f	f	t	t	t
211221211221	t	f	m	t	t	m
111221211221	t	f	m	t	t	m
222121211221	t	m	f	m	t	t
122121211221	t	f	f	t	t	t
212121211221	t	m	m	m	t	m
112121211221	t	f	m	m	t	m
221121211221	t	m	f	m	t	t
121121211221	t	f	f	t	t	t
211121211221	t	m	m	m	t	m
111121211221	t	f	m	m	t	m
222211211221	t	f	f	t	t	t
122211211221	t	f	f	t	t	t
212211211221	t	f	t	t	t	f
112211211221	t	f	t	t	t	f
221211211221	t	f	f	t	t	t
121211211221	t	f	f	t	t	t
211211211221	t	f	t	t	t	f
111211211221	t	f	t	t	t	f
222111211221	t	m	f	m	t	m
122111211221	t	f	f	t	t	t
212111211221	t	m	m	m	t	f
112111211221	t	f	t	t	t	f
221111211221	t	m	f	m	t	m
121111211221	t	f	f	t	t	t
211111211221	t	m	m	m	t	f
111111211221	t	f	t	t	t	f
222222111221	t	f	f	t	t	t
122222111221	t	f	f	t	t	t
212222111221	t	m	m	t	t	m
112222111221	t	f	m	t	t	m
221222111221	t	f	f	t	t	t
121222111221	t	f	f	t	t	t
211222111221	t	m	m	t	t	m
111222111221	t	f	m	t	t	m
222122111221	t	m	f	t	t	m
122122111221	t	f	f	t	t	t
212122111221	t	t	f	t	t	f
112122111221	t	m	m	t	t	m
221122111221	t	m	f	t	t	m
121122111221	t	f	f	t	t	t
211122111221	t	t	f	t	t	f
111122111221	t	m	m	t	t	m
222212111221	t	m	f	t	t	m
122212111221	t	f	f	t	t	t
212212111221	t	m	m	t	t	f
112212111221	t	f	t	t	t	f
221212111221	t	m	f	t	t	m
121212111221	t	f	f	t	t	t
211212111221	t	m	m	t	t	f
111212111221	t	f	t	t	t	f
222112111221	t	t	f	t	t	f
122112111221	t	m	f	t	t	m
212112111221	t	t	f	t	t	f
112112111221	t	m	m	t	t	f
221112111221	t	t	f	t	t	f
121112111221	t	m	f	t	t	m
211112111221	t	t	f	t	t	f
111112111221	t	m	m	t	t	f
222221111221	t	f	f	t	t	t
122221111221	t	f	f	t	t	t
212221111221	t	f	t	t	t	f
112221111221	t	f	t	t	t	f
221221111221	t	f	f	t	t	t
121221111221	t	f	f	t	t	t
211221111221	t	f	t	t	t	f
111221111221	t	f	t	t	t	f
222121111221	t	m	f	t	t	m
122121111221	t	f	f	t	t	t
212121111221	t	m	m	t	t	f
112121111221	t	f	t	t	t	f
221121111221	t	m	f	t	t	m
121121111221	t	f	f	t	t	t
211121111221	t	m	m	t	t	f
111121111221	t	f	t	t	t	f
222211111221	t	m	m	t	t	m
122211111221	t	f	f	t	t	t
212211111221	t	f	t	t	t	f
112211111221	t	f	t	t	t	f
221211111221	t	m	m	t	t	m
121211111221	t	f	f	t	t	t
211211111221	t	f	t	t	t	f
111211111221	t	f	t	t	t	f
222111111221	t	t	f	t	t	f
122111111221	t	m	m	t	t	m
212111111221	t	m	m	t	t	f
112111111221	t	f	t	t	t	f
221111111221	t	t	f	t	t	f
121111111221	t	m	m	t	t	m
211111111221	t	m	m	t	t	f
111111111221	t	f	t	t	t	f
222222222121	t	f	f	t	t	t
122222222121	t	f	f	t	t	t
212222222121	t	f	f	t	t	t
112222222121	t	f	f	t	t	t
221222222121	t	f	f	t	t	t
121222222121	t	f	f	t	t	t
211222222121	t	f	f	t	t	t
111222222121	t	f	f	t	t	t
222122222121	m	m	f	m	t	t
122122222121	t	f	f	t	t	t
212122222121	m	m	f	m	t	m
112122222121	t	f	f	t	t	t
221122222121	t	m	f	m	m	t
121122222121	t	f	f	t	t	t
211122222121	t	m	f	m	m	m
111122222121	t	f	f	t	t	t
222212222121	t	f	f	t	t	t
122212222121	t	f	f	t	t	t
212212222121	t	m	m	t	t	m
112212222121	t	f	m	t	t	m
221212222121	t	f	f	t	t	t
121212222121	t	f	f	t	t	t
211212222121	t	m	m	t	t	m
111212222121	t	f	m	t	t	m
222112222121	m	m	f	m	t	m
122112222121	t	f	f	t	t	t
212112222121	t	t	f	t	t	f
112112222121	t	m	m	t	t	m
221112222121	t	m	f	m	t	m
121112222121	t	f	f	t	t	t
211112222121	t	t	f	t	t	f
111112222121	t	m	m	t	t	m
222221222121	t	f	f	t	t	t
122221222121	t	f	f	t	t	t
212221222121	m	f	m	m	t	m
112221222121	t	f	m	m	t	m
221221222121	t	f	f	t	t	t
121221222121	t	f	f	t	t	t
211221222121	t	f	m	m	m	m
111221222121	t	f	m	m	m	m
222121222121	t	t	f	f	t	t
122121222121	t	m	m	m	t	t
212121222121	m	m	m	f	t	m
112121222121	t	f	t	f	t	t
221121222121	t	t	f	f	t	t
121121222121	t	m	m	m	t	t
211121222121	t	m	m	f	m	m
111121222121	t	f	t	f	t	t
222211222121	t	f	f	t	t	t
122211222121	t	f	f	t	t	t
212211222121	t	f	t	t	t	f
112211222121	t	f	t	t	t	f
221211222121	t	f	f	t	t	t
121211222121	t	f	f	t	t	t
211211222121	t	f	t	t	t	f
111211222121	t	f	t	t	t	f
222111222121	t	t	f	f	t	t
122111222121	t	m	m	m	t	t
212111222121	t	t	t	f	t	f
112111222121	t	m	t	m	t	m
221111222121	t	t	f	f	t	t
121111222121	t	m	m	m	t	t
211111222121	t	t	t	f	t	f
111111222121	t	m	t	m	t	m
222222122121	t	f	f	t	t	t
122222122121	t	f	f	t	t	t
212222122121	t	m	m	t	t	m
112222122121	t	f	m	t	t	m
221222122121	t	f	f	t	t	t
121222122121	t	f	f	t	t	t
211222122121	t	m	m	t	t	m
111222122121	t	f	m	t	t	m
222122122121	m	m	f	t	t	m
122122122121	t	f	f	t	t	t
212122122121	t	t	f	t	t	f
112122122121	t	m	m	t	t	m
221122122121	t	m	f	t	m	m
121122122121	t	f	f	t	t	t
211122122121	t	t	f	t	t	f
111122122121	t	m	m	t	t	m
222212122121	t	m	f	t	t	m
122212122121	t	f	f	t	t	t
212212122121	t	m	m	t	t	f
112212122121	t	f	t	t	t	f
221212122121	t	m	f	t	t	m
121212122121	t	f	f	t	t	t
211212122121	t	m	m	t	t	f
111212122121	t	f	t	t	t	f
222112122121	t	t	f	t	t	f
122112122121	t	m	f	t	t	m
212112122121	t	t	f	t	t	f
112112122121	t	m	m	t	t	f
221112122121	t	t	f	t	t	f
121112122121	t	m	f	t	t	m
211112122121	t	t	f	t	t	f
111112122121	t	m	m	t	t	f
222221122121	t	f	f	t	t	t
122221122121	t	f	f	t	t	t
212221122121	t	f	t	t	t	f
112221122121	t	f	t	t	t	f
221221122121	t	f	f	t	t	t
121221122121	t	f	f	t	t	t
211221122121	t	f	t	t	t	f
111221122121	t	f	t	t	t	f
222121122121	m	m	f	m	t	m
122121122121	t	f	f	t	t	t
212121122121	m	m	m	m	t	f
112121122121	t	f	t	t	t	f
221121122121	t	m	f	m	m	m
121121122121	t	f	f	t	t	t
211121122121	t	m	m	m	m	f
111121122121	t	f	t	t	t	f
222211122121	t	m	m	t	t	m
122211122121	t	f	f	t	t	t
212211122121	t	f	t	t	t	f
112211122121	t	f	t	t	t	f
221211122121	t	m	m	t	t	m
121211122121	t	f	f	t	t	t
211211122121	t	f	t	t	t	f
111211122121	t	f	t	t	t	f
222111122121	t	t	f	t	t	f
122111122121	t	m	m	t	t	m
212111122121	m	m	m	m	t	f
112111122121	t	f	t	t	t	f
221111122121	t	t	f	t	t	f
121111122121	t	m	m	t	t	m
211111122121	t	m	m	m	t	f
111111122121	t	f	t	t	t	f
222222212121	t	f	f	t	t	t
122222212121	t	f	f	t	t	t
212222212121	t	f	f	t	t	t
112222212121	t	f	f	t	t	t
221222212121	t	f	f	t	t	t
121222212121	t	f	f	t	t	t
211222212121	t	f	f	t	t	t
111222212121	t	f	f	t	t	t
222122212121	t	m	f	m	t	t
122122212121	t	f	f	t	t	t
212122212121	t	m	f	m	t	m
112122212121	t	f	f	t	t	t
221122212121	t	m	f	m	m	t
121122212121	t	f	f	t	t	t
211122212121	t	m	f	m	m	m
111122212121	t	f	f	t	t	t
222212212121	t	f	f	t	t	t
122212212121	t	f	f	t	t	t
212212212121	t	m	f	t	t	m
112212212121	t	f	f	t	t	t
221212212121	t	f	f	t	t	t
121212212121	t	f	f	t	t	t
211212212121	t	m	f	t	t	m
111212212121	t	f	f	t	t	t
222112212121	t	m	f	m	t	m
122112212121	t	f	f	t	t	t
212112212121	t	t	f	t	t	f
112112212121	t	m	f	t	t	m
221112212121	t	m	f	m	t	m
121112212121	t	f	f	t	t	t
211112212121	t	t	f	t	t	f
111112212121	t	m	f	t	t	m
222221212121	t	f	f	t	t	t
122221212121	t	f	f	t	t	t
212221212121	t	f	f	t	t	t
112221212121	t	f	f	t	t	t
221221212121	t	f	f	t	t	t
121221212121	t	f	f	t	t	t
211221212121	t	f	f	t	t	t
111221212121	t	f	f	t	t	t
222121212121	t	t	f	f	t	t
122121212121	t	m	f	m	t	t
212121212121	t	t	f	f	t	t
112121212121	t	m	m	m	t	t
221121212121	t	t	f	f	t	t
121121212121	t	m	f	m	t	t
211121212121	t	t	f	f	t	t
111121212121	t	m	m	m	t	t
222211212121	t	f	f	t	t	t
122211212121	t	f	f	t	t	t
212211212121	t	m	m	t	t	m
112211212121	t	f	m	t	t	m
221211212121	t	f	f	t	t	t
121211212121	t	f	f	t	t	t
211211212121	t	m	m	t	t	m
111211212121	t	f	m	t	t	m
222111212121	t	t	f	f	t	t
122111212121	t	m	f	m	t	t
212111212121	t	t	m	m	t	m
112111212121	t	m	m	m	t	m
221111212121	t	t	f	f	t	t
121111212121	t	m	f	m	t	t
211111212121	t	t	m	m	t	m
111111212121	t	m	m	m	t	m
222222112121	t	f	f	t	t	t
122222112121	t	f	f	t	t	t
212222112121	t	m	f	t	t	m
112222112121	t	f	f	t	t	t
221222112121	t	f	f	t	t	t
121222112121	t	f	f	t	t	t
211222112121	t	m	f	t	t	m
111222112121	t	f	f	t	t	t
222122112121	t	m	f	t	t	m
122122112121	t	f	f	t	t	t
212122112121	t	t	f	t	t	f
112122112121	t	m	f	t	t	m
221122112121	t	m	f	t	m	m
121122112121	t	f	f	t	t	t
211122112121	t	t	f	t	t	f
111122112121	t	m	f	t	t	m
222212112121	t	m	f	t	t	m
122212112121	t	f	f	t	t	t
212212112121	t	t	f	t	t	f
112212112121	t	m	m	t	t	m
221212112121	t	m	f	t	t	m
121212112121	t	f	f	t	t	t
211212112121	t	t	f	t	t	f
111212112121	t	m	m	t	t	m
222112112121	t	t	f	t	t	f
122112112121	t	m	f	t	t	m
212112112121	t	t	f	t	t	f
112112112121	t	t	f	t	t	f
221112112121	t	t	f	t	t	f
121112112121	t	m	f	t	t	m
211112112121	t	t	f	t	t	f
111112112121	t	t	f	t	t	f
222221112121	t	f	f	t	t	t
122221112121	t	f	f	t	t	t
212221112121	t	m	m	t	t	m
112221112121	t	f	m	t	t	m
221221112121	t	f	f	t	t	t
121221112121	t	f	f	t	t	t
211221112121	t	m	m	t	t	m
111221112121	t	f	m	t	t	m
222121112121	t	m	f	m	t	m
122121112121	t	f	f	t	t	t
212121112121	t	t	f	t	t	f
112121112121	t	m	m	t	t	m
221121112121	t	m	f	m	m	m
121121112121	t	f	f	t	t	t
211121112121	t	t	f	t	t	f
111121112121	t	m	m	t	t	m
222211112121	t	m	f	t	t	m
122211112121	t	f	f	t	t	t
212211112121	t	m	m	t	t	f
112211112121	t	f	t	t	t	f
221211112121	t	m	f	t	t	m
121211112121	t	f	f	t	t	t
211211112121	t	m	m	t	t	f
111211112121	t	f	t	t	t	f
222111112121	t	t	f	t	t	f
122111112121	t	m	f	t	t	m
212111112121	t	t	f	t	t	f
112111112121	t	m	m	t	t	f
221111112121	t	t	f	t	t	f
121111112121	t	m	f	t	t	m
211111112121	t	t	f	t	t	f
111111112121	t	m	m	t	t	f
222222221121	t	f	f	t	t	t
122222221121	t	f	f	t	t	t
212222221121	t	f	f	t	t	t
112222221121	t	f	f	t	t	t
221222221121	t	f	f	t	t	t
121222221121	t	f	f	t	t	t
211222221121	t	f	f	t	t	t
111222221121	t	f	f	t	t	t
222122221121	t	f	f	t	t	t
122122221121	t	f	f	t	t	t
212122221121	t	f	f	t	t	t
112122221121	t	f	f	t	t	t
221122221121	t	f	f	t	t	t
121122221121	t	f	f	t	t	t
211122221121	t	f	f	t	t	t
111122221121	t	f	f	t	t	t
222212221121	t	f	f	t	t	t
122212221121	t	f	f	t	t	t
212212221121	t	f	m	t	t	m
112212221121	t	f	m	t	t	m
221212221121	t	f	f	t	t	t
121212221121	t	f	f	t	t	t
211212221121	t	f	m	t	t	m
111212221121	t	f	m	t	t	m
222112221121	t	f	f	t	t	t
122112221121	t	f	f	t	t	t
212112221121	t	m	m	t	t	m
112112221121	t	f	m	t	t	m
221112221121	t	f	f	t	t	t
121112221121	t	f	f	t	t	t
211112221121	t	m	m	t	t	m
111112221121	t	f	m	t	t	m
222221221121	t	f	f	t	t	t
122221221121	t	f	f	t	t	t
212221221121	m	f	m	m	t	m
112221221121	t	f	m	m	t	m
221221221121	t	f	f	t	t	t
121221221121	t	f	f	t	t	t
211221221121	t	f	m	m	t	m
111221221121	t	f	m	m	t	m
222121221121	t	m	m	m	t	t
122121221121	t	f	m	m	t	t
212121221121	t	f	t	f	t	t
112121221121	t	f	t	f	t	t
221121221121	t	m	m	m	t	t
121121221121	t	f	m	m	t	t
211121221121	t	f	t	f	t	t
111121221121	t	f	t	f	t	t
222211221121	t	f	f	t	t	t
122211221121	t	f	f	t	t	t
212211221121	t	f	t	t	t	f
112211221121	t	f	t	t	t	f
221211221121	t	f	f	t	t	t
121211221121	t	f	f	t	t	t
211211221121	t	f	t	t	t	f
111211221121	t	f	t	t	t	f
222111221121	t	m	m	m	t	t
122111221121	t	f	m	m	t	t
212111221121	t	m	t	m	t	m
112111221121	t	f	t	m	t	m
221111221121	t	m	m	m	t	t
121111221121	t	f	m	m	t	t
211111221121	t	m	t	m	t	m
111111221121	t	f	t	m	t	m
222222121121	t	f	f	t	t	t
122222121121	t	f	f	t	t	t
212222121121	t	f	m	t	t	m
112222121121	t	f	m	t	t	m
221222121121	t	f	f	t	t	t
121222121121	t	f	f	t	t	t
211222121121	t	f	m	t	t	m
111222121121	t	f	m	t	t	m
222122121121	t	f	f	t	t	t
122122121121	t	f	f	t	t	t
212122121121	t	m	m	t	t	m
112122121121	t	f	m	t	t	m
221122121121	t	f	f	t	t	t
121122121121	t	f	f	t	t	t
211122121121	t	m	m	t	t	m
111122121121	t	f	m	t	t	m
222212121121	t	f	f	t	t	t
122212121121	t	f	f	t	t	t
212212121121	t	f	t	t	t	f
112212121121	t	f	t	t	t	f
221212121121	t	f	f	t	t	t
121212121121	t	f	f	t	t	t
211212121121	t	f	t	t	t	f
111212121121	t	f	t	t	t	f
222112121121	t	m	f	t	t	m
122112121121	t	f	f	t	t	t
212112121121	t	m	m	t	t	f
112112121121	t	f	t	t	t	f
221112121121	t	m	f	t	t	m
121112121121	t	f	f	t	t	t
211112121121	t	m	m	t	t	f
111112121121	t	f	t	t	t	f
222221121121	t	f	f	t	t	t
122221121121	t	f	f	t	t	t
212221121121	t	f	t	t	t	f
112221121121	t	f	t	t	t	f
221221121121	t	f	f	t	t	t
121221121121	t	f	f	t	t	t
211221121121	t	f	t	t	t	f
111221121121	t	f	t	t	t	f
222121121121	t	f	f	t	t	t
122121121121	t	f	f	t	t	t
212121121121	t	f	t	t	t	f
112121121121	t	f	t	t	t	f
221121121121	t	f	f	t	t	t
121121121121	t	f	f	t	t	t
211121121121	t	f	t	t	t	f
111121121121	t	f	t	t	t	f
222211121121	t	f	f	t	t	t
122211121121	t	f	f	t	t	t
212211121121	t	f	t	t	t	f
112211121121	t	f	t	t	t	f
221211121121	t	f	f	t	t	t
121211121121	t	f	f	t	t	t
211211121121	t	f	t	t	t	f
111211121121	t	f	t	t	t	f
222111121121	t	m	m	t	t	m
122111121121	t	f	f	t	t	t
212111121121	t	f	t	t	t	f
112111121121	t	f	t	t	t	f
221111121121	t	m	m	t	t	m
121111121121	t	f	f	t	t	t
211111121121	t	f	t	t	t	f
111111121121	t	f	t	t	t	f
222222211121	t	f	f	t	t	t
122222211121	t	f	f	t	t	t
212222211121	t	f	f	t	t	t
112222211121	t	f	f	t	t	t
221222211121	t	f	f	t	t	t
121222211121	t	f	f	t	t	t
211222211121	t	f	f	t	t	t
111222211121	t	f	f	t	t	t
222122211121	t	f	f	t	t	t
122122211121	t	f	f	t	t	t
212122211121	t	f	f	t	t	t
112122211121	t	f	f	t	t	t
221122211121	t	f	f	t	t	t
121122211121	t	f	f	t	t	t
211122211121	t	f	f	t	t	t
111122211121	t	f	f	t	t	t
222212211121	t	f	f	t	t	t
122212211121	t	f	f	t	t	t
212212211121	t	f	f	t	t	t
112212211121	t	f	f	t	t	t
221212211121	t	f	f	t	t	t
121212211121	t	f	f	t	t	t
211212211121	t	f	f	t	t	t
111212211121	t	f	f	t	t	t
222112211121	t	f	f	t	t	t
122112211121	t	f	f	t	t	t
212112211121	t	m	f	t	t	m
112112211121	t	f	f	t	t	t
221112211121	t	f	f	t	t	t
121112211121	t	f	f	t	t	t
211112211121	t	m	f	t	t	m
111112211121	t	f	f	t	t	t
222221211121	t	f	f	t	t	t
122221211121	t	f	f	t	t	t
212221211121	t	f	f	t	t	t
112221211121	t	f	f	t	t	t
221221211121	t	f	f	t	t	t
121221211121	t	f	f	t	t	t
211221211121	t	f	f	t	t	t
111221211121	t	f	f	t	t	t
222121211121	t	m	f	m	t	t
122121211121	t	f	f	t	t	t
212121211121	t	m	m	m	t	t
112121211121	t	f	m	m	t	t
221121211121	t	m	f	m	t	t
121121211121	t	f	f	t	t	t
211121211121	t	m	m	m	t	t
111121211121	t	f	m	m	t	t
222211211121	t	f	f	t	t	t
122211211121	t	f	f	t	t	t
212211211121	t	f	m	t	t	m
112211211121	t	f	m	t	t	m
221211211121	t	f	f	t	t	t
121211211121	t	f	f	t	t	t
211211211121	t	f	m	t	t	m
111211211121	t	f	m	t	t	m
222111211121	t	m	f	m	t	t
122111211121	t	f	f	t	t	t
212111211121	t	m	m	m	t	m
112111211121	t	f	m	m	t	m
221111211121	t	m	f	m	t	t
121111211121	t	f	f	t	t	t
211111211121	t	m	m	m	t	m
111111211121	t	f	m	m	t	m
222222111121	t	f	f	t	t	t
122222111121	t	f	f	t	t	t
212222111121	t	f	f	t	t	t
112222111121	t	f	f	t	t	t
221222111121	t	f	f	t	t	t
121222111121	t	f	f	t	t	t
211222111121	t	f	f	t	t	t
111222111121	t	f	f	t	t	t
222122111121	t	f	f	t	t	t
122122111121	t	f	f	t	t	t
212122111121	t	m	f	t	t	m
112122111121	t	f	f	t	t	t
221122111121	t	f	f	t	t	t
121122111121	t	f	f	t	t	t
211122111121	t	m	f	t	t	m
111122111121	t	f	f	t	t	t
222212111121	t	f	f	t	t	t
122212111121	t	f	f	t	t	t
212212111121	t	m	m	t	t	m
112212111121	t	f	m	t	t	m
221212111121	t	f	f	t	t	t
121212111121	t	f	f	t	t	t
211212111121	t	m	m	t	t	m
111212111121	t	f	m	t	t	m
222112111121	t	m	f	t	t	m
122112111121	t	f	f	t	t	t
212112111121	t	t	f	t	t	f
112112111121	t	m	m	t	t	m
221112111121	t	m	f	t	t	m
121112111121	t	f	f	t	t	t
211112111121	t	t	f	t	t	f
111112111121	t	m	m	t	t	m
222221111121	t	f	f	t	t	t
122221111121	t	f	f	t	t	t
212221111121	t	f	m	t	t	m
112221111121	t	f	m	t	t	m
221221111121	t	f	f	t	t	t
121221111121	t	f	f	t	t	t
211221111121	t	f	m	t	t	m
111221111121	t	f	m	t	t	m
222121111121	t	f	f	t	t	t
122121111121	t	f	f	t	t	t
212121111121	t	m	m	t	t	m
112121111121	t	f	m	t	t	m
221121111121	t	f	f	t	t	t
121121111121	t	f	f	t	t	t
211121111121	t	m	m	t	t	m
111121111121	t	f	m	t	t	m
222211111121	t	f	f	t	t	t
122211111121	t	f	f	t	t	t
212211111121	t	f	t	t	t	f
112211111121	t	f	t	t	t	f
221211111121	t	f	f	t	t	t
121211111121	t	f	f	t	t	t
211211111121	t	f	t	t	t	f
111211111121	t	f	t	t	t	f
222111111121	t	m	f	t	t	m
122111111121	t	f	f	t	t	t
212111111121	t	m	m	t	t	f
112111111121	t	f	t	t	t	f
221111111121	t	m	f	t	t	m
121111111121	t	f	f	t	t	t
211111111121	t	m	m	t	t	f
111111111121	t	f	t	t	t	f
222222222211	t	m	f	t	t	m
122222222211	t	f	f	t	t	t
212222222211	t	t	f	t	t	f
112222222211	t	m	f	t	t	m
221222222211	t	m	f	t	m	m
121222222211	t	f	f	t	t	t
211222222211	t	t	f	t	t	f
111222222211	t	m	f	t	t	m
222122222211	t	t	f	m	t	m
122122222211	t	m	f	m	t	m
212122222211	t	t	f	t	t	f
112122222211	t	t	f	t	t	f
221122222211	t	t	f	m	m	m
121122222211	t	m	f	m	m	m
211122222211	t	t	f	t	t	f
111122222211	t	t	f	t	t	f
222212222211	t	t	f	t	t	f
122212222211	t	m	f	t	t	m
212212222211	t	t	f	t	t	f
112212222211	t	t	f	t	t	f
221212222211	t	t	f	t	t	f
121212222211	t	m	f	t	t	m
211212222211	t	t	f	t	t	f
111212222211	t	t	f	t	t	f
222112222211	t	t	f	t	t	f
122112222211	t	t	f	t	t	f
212112222211	t	t	f	t	t	f
112112222211	t	t	f	t	t	f
221112222211	t	t	f	t	t	f
121112222211	t	t	f	t	t	f
211112222211	t	t	f	t	t	f
111112222211	t	t	f	t	t	f
222221222211	t	m	f	m	t	m
122221222211	t	f	f	t	t	t
212221222211	t	t	f	t	t	f
112221222211	t	m	m	t	t	m
221221222211	t	m	f	m	m	m
121221222211	t	f	f	t	t	t
211221222211	t	t	f	t	t	f
111221222211	t	m	m	t	t	m
222121222211	t	t	f	f	t	t
122121222211	t	t	f	f	t	t
212121222211	t	t	m	m	t	m
112121222211	t	t	m	m	t	m
221121222211	t	t	f	f	t	t
121121222211	t	t	f	f	t	t
211121222211	t	t	m	m	t	m
111121222211	t	t	m	m	t	m
222211222211	t	t	f	t	t	f
122211222211	t	m	f	t	t	m
212211222211	t	t	f	t	t	f
112211222211	t	t	f	t	t	f
221211222211	t	t	f	t	t	f
121211222211	t	m	f	t	t	m
211211222211	t	t	f	t	t	f
111211222211	t	t	f	t	t	f
222111222211	t	t	f	m	t	m
122111222211	t	t	f	m	t	m
212111222211	t	t	m	m	t	f
112111222211	t	t	m	m	t	f
221111222211	t	t	f	m	t	m
121111222211	t	t	f	m	t	m
211111222211	t	t	m	m	t	f
111111222211	t	t	m	m	t	f
222222122211	t	t	f	t	t	f
122222122211	t	m	f	t	t	m
212222122211	t	t	f	t	t	f
112222122211	t	t	f	t	t	f
221222122211	t	t	f	t	t	f
121222122211	t	m	f	t	t	m
211222122211	t	t	f	t	t	f
111222122211	t	t	f	t	t	f
222122122211	t	t	f	t	t	f
122122122211	t	t	f	t	t	f
212122122211	t	t	f	t	t	f
112122122211	t	t	f	t	t	f
221122122211	t	t	f	t	t	f
121122122211	t	t	f	t	t	f
211122122211	t	t	f	t	t	f
111122122211	t	t	f	t	t	f
222212122211	t	t	f	t	t	f
122212122211	t	t	f	t	t	f
212212122211	t	t	f	t	t	f
112212122211	t	t	f	t	t	f
221212122211	t	t	f	t	t	f
121212122211	t	t	f	t	t	f
211212122211	t	t	f	t	t	f
111212122211	t	t	f	t	t	f
222112122211	t	t	f	t	t	f
122112122211	t	t	f	t	t	f
212112122211	t	t	f	t	t	f
112112122211	t	t	f	t	t	f
221112122211	t	t	f	t	t	f
121112122211	t	t	f	t	t	f
211112122211	t	t	f	t	t	f
111112122211	t	t	f	t	t	f
222221122211	t	t	f	t	t	f
122221122211	t	m	f	t	t	m
212221122211	t	t	f	t	t	f
112221122211	t	t	f	t	t	f
221221122211	t	t	f	t	t	f
121221122211	t	m	f	t	t	m
211221122211	t	t	f	t	t	f
111221122211	t	t	f	t	t	f
222121122211	t	t	f	t	t	f
122121122211	t	t	f	t	t	f
212121122211	t	t	f	t	t	f
112121122211	t	t	f	t	t	f
221121122211	t	t	f	t	t	f
121121122211	t	t	f	t	t	f
211121122211	t	t	f	t	t	f
111121122211	t	t	f	t	t	f
222211122211	t	t	f	t	t	f
122211122211	t	t	f	t	t	f
212211122211	t	t	f	t	t	f
112211122211	t	t	f	t	t	f
221211122211	t	t	f	t	t	f
121211122211	t	t	f	t	t	f
211211122211	t	t	f	t	t	f
111211122211	t	t	f	t	t	f
222111122211	t	t	f	t	t	f
122111122211	t	t	f	t	t	f
212111122211	t	t	f	t	t	f
112111122211	t	t	f	t	t	f
221111122211	t	t	f	t	t	f
121111122211	t	t	f	t	t	f
211111122211	t	t	f	t	t	f
111111122211	t	t	f	t	t	f
222222212211	t	m	f	t	t	m
122222212211	t	f	f	t	t	t
212222212211	t	t	f	t	t	f
112222212211	t	m	f	t	t	m
221222212211	t	m	f	t	m	m
121222212211	t	f	f	t	t	t
211222212211	t	t	f	t	t	f
111222212211	t	m	f	t	t	m
222122212211	t	t	f	m	t	m
122122212211	t	m	f	m	t	m
212122212211	t	t	f	t	t	f
112122212211	t	t	f	t	t	f
221122212211	t	t	f	m	m	m
121122212211	t	m	f	m	m	m
211122212211	t	t	f	t	t	f
111122212211	t	t	f	t	t	f
222212212211	t	t	f	t	t	f
122212212211	t	m	f	t	t	m
212212212211	t	t	f	t	t	f
112212212211	t	t	f	t	t	f
221212212211	t	t	f	t	t	f
121212212211	t	m	f	t	t	m
211212212211	t	t	f	t	t	f
111212212211	t	t	f	t	t	f
222112212211	t	t	f	t	t	f
122112212211	t	t	f	t	t	f
212112212211	t	t	f	t	t	f
112112212211	t	t	f	t	t	f
221112212211	t	t	f	t	t	f
121112212211	t	t	f	t	t	f
211112212211	t	t	f	t	t	f
111112212211	t	t	f	t	t	f
222221212211	t	m	f	m	t	m
122221212211	t	f	f	t	t	t
212221212211	t	t	f	t	t	f
112221212211	t	m	f	t	t	m
221221212211	t	m	f	m	m	m
121221212211	t	f	f	t	t	t
211221212211	t	t	f	t	t	f
111221212211	t	m	f	t	t	m
222121212211	t	t	f	f	t	t
122121212211	t	t	f	f	t	t
212121212211	t	t	f	m	t	m
112121212211	t	t	f	m	t	m
221121212211	t	t	f	f	t	t
121121212211	t	t	f	f	t	t
211121212211	t	t	f	m	t	m
111121212211	t	t	f	m	t	m
222211212211	t	t	f	t	t	f
122211212211	t	m	f	t	t	m
212211212211	t	t	f	t	t	f
112211212211	t	t	f	t	t	f
221211212211	t	t	f	t	t	f
121211212211	t	m	f	t	t	m
211211212211	t	t	f	t	t	f
111211212211	t	t	f	t	t	f
222111212211	t	t	f	m	t	m
122111212211	t	t	f	m	t	m
212111212211	t	t	f	t	t	f
112111212211	t	t	f	t	t	f
221111212211	t	t	f	m	t	m
121111212211	t	t	f	m	t	m
211111212211	t	t	f	t	t	f
111111212211	t	t	f	t	t	f
222222112211	t	t	f	t	t	f
122222112211	t	m	f	t	t	m
212222112211	t	t	f	t	t	f
112222112211	t	t	f	t	t	f
221222112211	t	t	f	t	t	f
121222112211	t	m	f	t	t	m
211222112211	t	t	f	t	t	f
111222112211	t	t	f	t	t	f
222122112211	t	t	f	t	t	f
122122112211	t	t	f	t	t	f
212122112211	t	t	f	t	t	f
112122112211	t	t	f	t	t	f
221122112211	t	t	f	t	t	f
121122112211	t	t	f	t	t	f
211122112211	t	t	f	t	t	f
111122112211	t	t	f	t	t	f
222212112211	t	t	f	t	t	f
122212112211	t	t	f	t	t	f
212212112211	t	t	f	t	t	f
112212112211	t	t	f	t	t	f
221212112211	t	t	f	t	t	f
121212112211	t	t	f	t	t	f
